,State,Soil,Crop,Variety,Season,Available-N(kg/ha),Available-P(kg/ha),Available-K(kg/ha),Required-N(kg/ha),Required-P(kg/ha),Required-K(kg/ha),Yeild(q/ha)
1357,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,230.0,26,170.0,174.0,72,59.0,100.0
1358,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,240.0,28,180.0,112.0,40,31.0,75.0
1359,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,240.0,28,180.0,171.0,68,56.0,100.0
1360,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,250.0,30,190.0,110.0,37,30.0,75.0
1361,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,250.0,30,190.0,169.0,65,54.0,100.0
1362,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,260.0,32,200.0,107.0,34,30.0,75.0
1363,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,260.0,32,200.0,166.0,62,51.0,100.0
1364,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,270.0,34,210.0,104.0,31,30.0,75.0
1365,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,270.0,34,210.0,163.0,59,49.0,100.0
1366,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,280.0,36,220.0,101.0,28,30.0,75.0
1367,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,280.0,36,220.0,160.0,56,46.0,100.0
1368,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,290.0,38,230.0,99.0,24,30.0,75.0
1369,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,290.0,38,230.0,158.0,53,44.0,100.0
1370,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,300.0,40,240.0,96.0,21,30.0,75.0
1371,Bihar,21,Sugarcane,Sugarcane Main,Complete Year,300.0,40,240.0,155.0,49,41.0,100.0
1372,Bihar,21,Sugarcane,Ratoon,Complete Year,120.0,4,60.0,161.0,84,70.0,75.0
1373,Bihar,21,Sugarcane,Ratoon,Complete Year,120.0,4,60.0,226.0,114,97.0,100.0
1374,Bihar,21,Sugarcane,Ratoon,Complete Year,130.0,6,70.0,158.0,81,68.0,75.0
1375,Bihar,21,Sugarcane,Ratoon,Complete Year,130.0,6,70.0,223.0,111,95.0,100.0
1376,Bihar,21,Sugarcane,Ratoon,Complete Year,140.0,8,80.0,155.0,78,66.0,75.0
1377,Bihar,21,Sugarcane,Ratoon,Complete Year,140.0,8,80.0,220.0,108,93.0,100.0
1378,Bihar,21,Sugarcane,Ratoon,Complete Year,150.0,10,90.0,152.0,75,64.0,75.0
1379,Bihar,21,Sugarcane,Ratoon,Complete Year,150.0,10,90.0,218.0,105,91.0,100.0
1380,Bihar,21,Sugarcane,Ratoon,Complete Year,160.0,12,100.0,149.0,72,62.0,75.0
1381,Bihar,21,Sugarcane,Ratoon,Complete Year,160.0,12,100.0,215.0,102,89.0,100.0
1382,Bihar,21,Sugarcane,Ratoon,Complete Year,170.0,14,110.0,146.0,69,60.0,75.0
1383,Bihar,21,Sugarcane,Ratoon,Complete Year,170.0,14,110.0,212.0,99,87.0,100.0
1384,Bihar,21,Sugarcane,Ratoon,Complete Year,180.0,16,120.0,144.0,66,58.0,75.0
1385,Bihar,21,Sugarcane,Ratoon,Complete Year,180.0,16,120.0,209.0,96,85.0,100.0
1386,Bihar,21,Sugarcane,Ratoon,Complete Year,190.0,18,130.0,141.0,63,56.0,75.0
1387,Bihar,21,Sugarcane,Ratoon,Complete Year,190.0,18,130.0,206.0,93,83.0,100.0
1388,Bihar,21,Sugarcane,Ratoon,Complete Year,200.0,20,140.0,138.0,60,54.0,75.0
1389,Bihar,21,Sugarcane,Ratoon,Complete Year,200.0,20,140.0,203.0,90,81.0,100.0
1390,Bihar,21,Sugarcane,Ratoon,Complete Year,210.0,22,150.0,135.0,57,53.0,75.0
1391,Bihar,21,Sugarcane,Ratoon,Complete Year,210.0,22,150.0,200.0,87,80.0,100.0
1392,Bihar,21,Sugarcane,Ratoon,Complete Year,220.0,24,160.0,132.0,54,51.0,75.0
1393,Bihar,21,Sugarcane,Ratoon,Complete Year,220.0,24,160.0,197.0,84,78.0,100.0
1394,Bihar,21,Sugarcane,Ratoon,Complete Year,230.0,26,170.0,129.0,51,49.0,75.0
1395,Bihar,21,Sugarcane,Ratoon,Complete Year,230.0,26,170.0,194.0,81,76.0,100.0
1396,Bihar,21,Sugarcane,Ratoon,Complete Year,240.0,28,180.0,126.0,48,47.0,75.0
1397,Bihar,21,Sugarcane,Ratoon,Complete Year,240.0,28,180.0,191.0,78,74.0,100.0
1398,Bihar,21,Sugarcane,Ratoon,Complete Year,250.0,30,190.0,123.0,45,45.0,75.0
1399,Bihar,21,Sugarcane,Ratoon,Complete Year,250.0,30,190.0,189.0,75,72.0,100.0
1400,Bihar,21,Sugarcane,Ratoon,Complete Year,260.0,32,200.0,120.0,42,43.0,75.0
1401,Bihar,21,Sugarcane,Ratoon,Complete Year,260.0,32,200.0,186.0,72,70.0,100.0
1402,Bihar,21,Sugarcane,Ratoon,Complete Year,270.0,34,210.0,117.0,39,41.0,75.0
1403,Bihar,21,Sugarcane,Ratoon,Complete Year,270.0,34,210.0,183.0,69,68.0,100.0
1404,Bihar,21,Sugarcane,Ratoon,Complete Year,280.0,36,220.0,115.0,36,39.0,75.0
1405,Bihar,21,Sugarcane,Ratoon,Complete Year,280.0,36,220.0,180.0,66,66.0,100.0
1406,Bihar,21,Sugarcane,Ratoon,Complete Year,290.0,38,230.0,112.0,33,37.0,75.0
1407,Bihar,21,Sugarcane,Ratoon,Complete Year,290.0,38,230.0,177.0,63,64.0,100.0
1408,Bihar,21,Sugarcane,Ratoon,Complete Year,300.0,40,240.0,109.0,30,35.0,75.0
1409,Bihar,21,Sugarcane,Ratoon,Complete Year,300.0,40,240.0,174.0,60,62.0,100.0
1410,Jabalpur,0,Sugarcane,CO01307,Complete Year,100.0,5,200.0,519.0,215,86.0,12.0
1411,Jabalpur,0,Sugarcane,CO01307,Complete Year,100.0,5,200.0,633.0,260,118.0,14.0
1412,Jabalpur,0,Sugarcane,CO01307,Complete Year,150.0,10,250.0,353.0,98,33.0,12.0
1413,Jabalpur,0,Sugarcane,CO01307,Complete Year,150.0,10,250.0,467.0,143,65.0,14.0
1414,Jabalpur,0,Sugarcane,CO01307,Complete Year,200.0,15,300.0,270.0,39,6.0,12.0
1415,Jabalpur,0,Sugarcane,CO01307,Complete Year,200.0,15,300.0,384.0,84,38.0,14.0
1416,Jabalpur,0,Sugarcane,CO01307,Complete Year,250.0,20,350.0,187.0,0,0.0,12.0
1417,Jabalpur,0,Sugarcane,CO01307,Complete Year,250.0,20,350.0,301.0,26,12.0,14.0
1418,Jabalpur,0,Sugarcane,CO01307,Complete Year,300.0,25,400.0,104.0,0,0.0,12.0
1419,Jabalpur,0,Sugarcane,CO01307,Complete Year,300.0,25,400.0,218.0,0,0.0,14.0
1420,Bikaner,2,Groundnut,M013,Kharif,80.0,10,170.0,38.0,50,41.0,35.0
1421,Bikaner,2,Groundnut,M013,Kharif,80.0,10,170.0,47.0,61,53.0,40.0
1422,Bikaner,2,Groundnut,M013,Kharif,90.0,15,190.0,35.0,43,36.0,35.0
1423,Bikaner,2,Groundnut,M013,Kharif,90.0,15,190.0,44.0,53,49.0,40.0
1424,Bikaner,2,Groundnut,M013,Kharif,100.0,20,210.0,32.0,35,32.0,35.0
1425,Bikaner,2,Groundnut,M013,Kharif,100.0,20,210.0,42.0,46,44.0,40.0
1426,Bikaner,2,Groundnut,M013,Kharif,110.0,25,230.0,30.0,28,28.0,35.0
1427,Bikaner,2,Groundnut,M013,Kharif,110.0,25,230.0,39.0,38,40.0,40.0
1428,Bikaner,2,Groundnut,M013,Kharif,120.0,30,250.0,27.0,21,23.0,35.0
1429,Bikaner,2,Groundnut,M013,Kharif,120.0,30,250.0,36.0,31,35.0,40.0
1430,Bikaner,2,Groundnut,M013,Kharif,130.0,35,270.0,25.0,20,19.0,35.0
1431,Bikaner,2,Groundnut,M013,Kharif,130.0,35,270.0,34.0,24,31.0,40.0
1432,Bikaner,2,Groundnut,M013,Kharif,140.0,40,290.0,22.0,20,14.0,35.0
1433,Bikaner,2,Groundnut,M013,Kharif,140.0,40,290.0,31.0,20,27.0,40.0
1434,Bikaner,2,Groundnut,M013,Kharif,150.0,45,310.0,19.0,20,10.0,35.0
1435,Bikaner,2,Groundnut,M013,Kharif,150.0,45,310.0,29.0,20,22.0,40.0
1436,Bikaner,2,Groundnut,M013,Kharif,160.0,50,330.0,17.0,20,10.0,35.0
1437,Bikaner,2,Groundnut,M013,Kharif,160.0,50,330.0,26.0,20,18.0,40.0
1438,Bikaner,2,Mustard,T059,Rabi,90.0,20,190.0,132.0,63,60.0,8.0
1439,Bikaner,2,Mustard,T059,Rabi,90.0,20,190.0,160.0,107,103.0,10.0
1440,Bikaner,2,Mustard,T059,Rabi,100.0,25,210.0,122.0,35,48.0,8.0
1441,Bikaner,2,Mustard,T059,Rabi,100.0,25,210.0,160.0,79,92.0,10.0
1442,Bikaner,2,Mustard,T059,Rabi,110.0,30,230.0,112.0,30,37.0,8.0
1443,Bikaner,2,Mustard,T059,Rabi,110.0,30,230.0,160.0,50,80.0,10.0
1444,Bikaner,2,Mustard,T059,Rabi,120.0,35,250.0,103.0,30,25.0,8.0
1445,Bikaner,2,Mustard,T059,Rabi,120.0,35,250.0,157.0,30,68.0,10.0
1446,Bikaner,2,Mustard,T059,Rabi,130.0,40,270.0,93.0,30,20.0,8.0
1447,Bikaner,2,Mustard,T059,Rabi,130.0,40,270.0,148.0,30,56.0,10.0
1448,Bikaner,2,Mustard,T059,Rabi,140.0,45,290.0,84.0,30,20.0,8.0
1449,Bikaner,2,Mustard,T059,Rabi,140.0,45,290.0,138.0,30,44.0,10.0
1450,Bikaner,2,Mustard,T059,Rabi,150.0,50,310.0,74.0,30,20.0,8.0
1451,Bikaner,2,Mustard,T059,Rabi,150.0,50,310.0,129.0,30,33.0,10.0
1452,Bikaner,2,Mustard,T059,Rabi,160.0,55,330.0,64.0,30,20.0,8.0
1453,Bikaner,2,Mustard,T059,Rabi,160.0,55,330.0,119.0,30,21.0,10.0
1454,Jabalpur,0,Mustard,Generic,Rabi,100.0,5,200.0,72.0,39,30.0,10.0
1455,Jabalpur,0,Mustard,Generic,Rabi,100.0,5,200.0,109.0,54,49.0,16.0
1456,Jabalpur,0,Mustard,Generic,Rabi,150.0,10,250.0,53.0,35,23.0,10.0
1457,Jabalpur,0,Mustard,Generic,Rabi,150.0,10,250.0,90.0,50,42.0,16.0
1458,Jabalpur,0,Mustard,Generic,Rabi,200.0,15,300.0,35.0,32,17.0,10.0
1459,Jabalpur,0,Mustard,Generic,Rabi,200.0,15,300.0,72.0,47,36.0,16.0
1460,Jabalpur,0,Mustard,Generic,Rabi,250.0,20,350.0,16.0,28,10.0,10.0
1461,Jabalpur,0,Mustard,Generic,Rabi,250.0,20,350.0,53.0,43,29.0,16.0
1462,Jabalpur,0,Mustard,Generic,Rabi,300.0,25,400.0,0.0,24,0.0,10.0
1463,Jabalpur,0,Mustard,Generic,Rabi,300.0,25,400.0,35.0,39,23.0,16.0
